"Scenario","Ecoregion","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","AA0101",2060,0,0,0,NA,1.3823535e-06,7.06580736e-07,6.60253306362e-06,NA,0,0,0,0,0,0,0,0,0,0,0,3.37650245e-07,0,0,0,0,0,1.85006674634611e-08,0,5.22723651687754e-08
"RCP_MFM_AF0","AA0102",2060,0,0,0,0,5.949997896e-05,1.88510349e-05,3.801158166e-06,2.86912389606e-06,0,0,0,0,1.753035032e-06,0,0,0,0,0,0,1.73294905e-07,0,0,0,0,0,8.26304102007271e-07,0,6.19933864328357e-06
"RCP_MFM_AF0","AA0103",2060,0,0,0,0,6.95836272e-07,3.320879526e-06,1.3413688598e-07,2.99386841355e-05,0,0,0,0,3.392583e-07,0,0,0,0,0,0,4.3354e-08,5.80774000000001e-08,0,0,0,0,1.58178131221954e-06,0,9.63514050075981e-06
"RCP_MFM_AF0","AA0104",2060,0,0,0,0,2.49097546e-07,7.970476892e-06,1.917447479284e-06,1.4262880771e-05,0,0,0,0,0,0,0,0,0,0,0,2.2034538e-07,0,0,0,0,0,2.15528541518938e-06,0,1.72404966206874e-05
"RCP_MFM_AF0","AA0105",2060,0,0,0,0,8.51023875e-06,2.91920448605e-05,7.5914552691296e-05,4.68998651868e-05,0,0,0,0,4.79891524400001e-06,0,0,0,0,0,0,8.591939756e-06,3.16653696e-07,0,0,0,0,1.48354821989294e-05,0,5.274796453271e-05
"RCP_MFM_AF0","AA0106",2060,0,0,0,0,6.02137676e-07,6.467394488e-06,1.07781876323e-06,5.9692033552053e-05,0,0,0,0,1.106563032e-06,0,0,0,0,0,0,9.1657e-10,0,0,0,0,0,6.10654135744964e-06,0,3.81185403732699e-05
"RCP_MFM_AF0","AA0107",2060,0,0,0,0,1.146108272e-06,2.42037185e-06,1.8481337528232e-05,0,0,0,0,0,8.10722e-09,0,0,0,0,0,0,2.2060340654e-06,0,0,0,0,0,1.50222696944616e-06,0,5.56211729173339e-06
"RCP_MFM_AF0","AA0108",2060,0,0,0,0,2.42863472e-07,1.228241988e-06,3.9279820769e-07,3.109193447121e-06,0,0,0,0,2.86887144e-07,0,0,0,0,0,0,3.58585499999999e-08,4.91399519999999e-08,0,0,0,0,1.79101174896504e-07,0,1.90842262301636e-06
"RCP_MFM_AF0","AA0109",2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0110",2060,0,0,0,NA,7.8648e-08,3.096e-07,1.59676418415e-06,NA,0,0,0,0,0,0,0,0,0,0,0,7.1448e-08,0,0,0,0,0,3.29204806259939e-07,0,1.12909528831505e-06
