"Scenario","Ecoregion","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","AA0101",2090,0,0,0,NA,2.520772022e-06,7.06580736e-07,6.36970146618e-06,NA,0,0,0,0,0,0,0,0,0,0,0,3.37841519e-07,0,0,0,0,0,3.83773103173343e-08,0,7.15705333819351e-08
"RCP_MFM_AF0","AA0102",2090,0,0,0,0,5.704408425e-05,1.8850935576e-05,3.40664504076e-06,2.86912389606e-06,0,0,0,0,2.423458135e-06,0,0,0,0,0,0,1.210979567e-05,0,0,0,0,0,2.59813691187374e-06,0,1.13473084720524e-05
"RCP_MFM_AF0","AA0103",2090,0,0,0,0,5.74102632e-07,3.32313273e-06,1.0899457016e-07,2.99386841355e-05,0,0,0,0,4.690023e-07,0,0,0,0,0,0,1.0263821e-07,2.0834777e-07,0,0,0,0,7.08806175816417e-06,0,2.51341660986996e-05
"RCP_MFM_AF0","AA0104",2090,0,0,0,0,1.02427278e-07,7.970433637e-06,1.3533564e-23,1.4262880771e-05,0,0,0,0,0,0,0,0,0,0,0,4.312584e-07,0,0,0,0,0,8.0685468789213e-06,0,3.75721185972467e-05
"RCP_MFM_AF0","AA0105",2090,0,0,0,0,9.6440155e-06,2.9191934507e-05,4.3105060685653e-05,4.68998651868e-05,0,0,0,0,6.64610864599999e-06,0,0,0,0,0,0,9.26069448e-06,1.135507948e-06,0,0,0,0,9.09186548387683e-05,0,0.000207309945670646
"RCP_MFM_AF0","AA0106",2090,0,0,0,0,1.47078766e-07,6.467359362e-06,1.058663456852e-06,5.9692033552053e-05,0,0,0,0,1.529752008e-06,0,0,0,0,0,0,2.73179234e-07,0,0,0,0,0,2.05497129670503e-05,0,7.46744609013929e-05
"RCP_MFM_AF0","AA0107",2090,0,0,0,0,1.445876744e-06,2.42037185e-06,8.410748266407e-06,0,0,0,0,0,1.14203012e-08,0,0,0,0,0,0,2.2059905494e-06,0,0,0,0,0,1.83144282092739e-05,0,4.4758231522856e-05
"RCP_MFM_AF0","AA0108",2090,0,0,0,0,1.80812816e-07,1.230470667e-06,3.1758928082e-07,3.109193447121e-06,0,0,0,0,3.96602805e-07,0,0,0,0,0,0,6.1622178e-08,1.76183589e-07,0,0,0,0,8.38073783813292e-07,0,5.19856828653606e-06
"RCP_MFM_AF0","AA0109",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0110",2090,0,0,0,NA,1.27368e-07,3.096e-07,1.58274560505e-06,NA,0,0,0,0,0,0,0,0,0,0,0,7.1448e-08,0,0,0,0,0,3.09787010364653e-06,0,7.01297995300256e-06
"RCP_MFM_AF0","AA0111",2090,0,0,0,0,1.308159272e-06,3.69991846e-06,4.627563625476e-06,1.39425334578e-05,0,0,0,0,1.15700896e-07,0,0,0,0,0,0,7.39909748e-07,0,0,0,0,0,3.17153101450312e-05,0,8.22438583862091e-05
"RCP_MFM_AF0","AA0112",2090,0,0,0,NA,5.33910366e-07,2.20161576e-06,6.24475582974e-06,NA,0,0,0,0,1.1904e-08,0,0,0,0,0,0,4.2932912e-07,0,0,0,0,0,2.3759736802337e-05,0,5.72150640876637e-05
"RCP_MFM_AF0","AA0113",2090,0,0,0,0,0,9.01061711e-06,0.0001282210760205,1.264756656366e-05,0,0,0,0,0,0,0,0,0,0,0,0.000246626832463,0,0,0,0,0,3.74718112479324e-05,0,6.19864060330553e-05
"RCP_MFM_AF0","AA0114",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0115",2090,0,0,0,0,3.9106801752e-06,1.5776758182e-05,1.1770607008809e-05,3.04181443503e-06,0,0,0,0,5.2015290625e-06,0,0,0,0,0,0,4.9518809261e-06,4.549668617e-07,0,0,0,0,3.59932773907166e-05,0,0.000102262569806266
