Mitigation_scenario,Forest_use,Management_scenario,Category,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
REF,MFM,noAFM,Clear_cut_EU,345.3843657,393.7529929,467.5198175,495.0713165,511.9871449,530.6356813,529.8371357,530.190564,530.0545454,529.4708812,528.0513929
REF,MFM,noAFM,Selection_EU,89.18002768,103.0624699,115.1741806,118.0065463,117.9936621,119.8516334,118.7230622,117.879389,116.9183302,116.3763207,115.2725687
REF,MFM,noAFM,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,MFM,AFMfree,Clear_cut_EU,345.3843657,393.7529929,466.0238561,471.4737196,466.7822594,472.8790807,467.9400225,464.1094477,458.8308396,454.671213,449.4868288
REF,MFM,AFMfree,Selection_EU,89.18002768,103.0624699,114.8754832,121.389629,121.1024103,120.0897844,113.2854877,109.6184118,105.6849897,100.9084864,96.35945104
REF,MFM,AFMfree,Retention_EU,0,0,0,20.49218049,41.81794896,61.50457774,75.80078918,89.90117053,104.4130039,116.7331838,128.759247
REF,MFM,AFM25,Clear_cut_EU,345.3843657,393.7529929,466.9055663,466.8446002,457.3546414,455.3370962,438.4253447,425.3869726,413.0459677,400.6334003,386.8441248
REF,MFM,AFM25,Selection_EU,89.18002768,103.0624699,115.0953499,130.2553798,138.0145367,149.3951343,155.4843195,160.0989552,162.0695633,163.4058536,167.3240604
REF,MFM,AFM25,Retention_EU,0,0,0,16.12270405,33.40477558,48.47879145,60.36677775,74.05517661,88.21825984,101.6951235,112.50673
REF,MFM,AFM50,Clear_cut_EU,345.3843657,393.7529929,465.9507044,459.9702428,445.7635162,435.6287283,409.2890663,388.6181541,366.9740512,345.2514842,322.7983278
REF,MFM,AFM50,Selection_EU,89.18002768,103.0624699,114.9522713,141.3191753,158.6495402,180.4554416,195.3123426,206.1961045,216.3498299,226.3982744,237.4250954
REF,MFM,AFM50,Retention_EU,0,0,0,11.09625675,22.89114712,33.42665951,44.08570688,56.85286138,69.2524886,81.00844675,91.97270158
REF,MFM,AFM75,Clear_cut_EU,345.3843657,393.7529929,466.1478607,453.9050418,434.6412524,415.7753601,385.6225948,354.1875108,324.7350523,297.9049796,272.6097477
REF,MFM,AFM75,Selection_EU,89.18002768,103.0624699,114.7600806,151.650807,180.1221407,211.373187,232.8643892,253.8222988,273.2461899,292.1048119,310.398456
REF,MFM,AFM75,Retention_EU,0,0,0,5.970035692,11.59121166,17.418544,22.58086144,32.146189,39.66153857,44.82693892,49.91673065
REF,MFM,AFM100,Clear_cut_EU,345.3843657,393.7529929,467.5249537,446.1579777,419.5590882,395.6077395,361.7491166,324.9159898,291.092401,260.4902533,230.8128292
REF,MFM,AFM100,Selection_EU,89.18002768,103.0624699,115.1754459,164.9886993,204.7672453,244.3349025,272.1767471,301.4643278,328.8989415,353.9931673,378.4331252
REF,MFM,AFM100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP2.6,MFM,noAFM,Clear_cut_EU,345.3843657,393.7529929,466.1605047,521.4659652,574.0773362,615.4349128,661.5704908,704.9627346,744.073148,776.6093709,804.5151282
RCP2.6,MFM,noAFM,Selection_EU,89.18002768,103.0624699,114.7474366,121.1895477,125.6045239,127.397847,126.3660686,123.0927433,117.2067205,109.253275,100.4225941
RCP2.6,MFM,noAFM,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP2.6,MFM,AFMfree,Clear_cut_EU,345.3843657,393.7529929,466.4281647,495.2266459,526.0121148,556.7460465,593.5845557,624.6353319,663.459383,686.8749515,698.1090293
RCP2.6,MFM,AFMfree,Selection_EU,89.18002768,103.0624699,114.7499619,125.3477061,127.2580149,127.1457689,123.6848196,114.9393472,104.1200475,95.5713782,87.81417152
RCP2.6,MFM,AFMfree,Retention_EU,0,0,0,22.7091464,46.70929714,70.07298411,92.65713679,122.4651623,148.6730316,180.2557873,213.1678207
RCP2.6,MFM,AFM25,Clear_cut_EU,345.3843657,393.7529929,467.4570473,490.0154753,515.7225788,537.4113264,558.8423782,580.5774707,598.1536762,605.6992607,604.6118471
RCP2.6,MFM,AFM25,Selection_EU,89.18002768,103.0624699,115.0368317,135.480737,149.5594965,160.4333815,169.540689,177.0366744,184.7553455,190.2741419,195.9812648
RCP2.6,MFM,AFM25,Retention_EU,0,0,0,17.71806727,37.73730478,54.75171783,76.50204161,96.95696006,119.021953,142.2425626,165.9547481
RCP2.6,MFM,AFM50,Clear_cut_EU,345.3843657,393.7529929,466.1988846,485.7154837,502.3322623,514.1663417,525.5381157,535.7210735,536.3135214,526.5485044,509.8234116
RCP2.6,MFM,AFM50,Selection_EU,89.18002768,103.0624699,114.70065,145.1804846,172.8120143,193.5746974,215.0832879,233.4762479,251.9307596,270.1655095,289.6074939
RCP2.6,MFM,AFM50,Retention_EU,0,0,0,11.67217476,25.86564132,39.04340753,53.92635348,70.73311651,90.03272568,109.253209,126.9308785
RCP2.6,MFM,AFM75,Clear_cut_EU,345.3843657,393.7529929,467.7240515,478.746207,489.2472039,492.5036943,495.7064041,489.3389236,472.7351742,453.268532,426.6200206
RCP2.6,MFM,AFM75,Selection_EU,89.18002768,103.0624699,114.982945,157.4257866,196.2696207,226.5891253,258.2474431,288.6436276,321.5298824,351.8969075,382.797971
RCP2.6,MFM,AFM75,Retention_EU,0,0,0,6.305101343,12.66300131,19.20376652,28.6273229,40.14242986,50.57113981,59.52245638,68.04754201
RCP2.6,MFM,AFM100,Clear_cut_EU,345.3843657,393.7529929,466.3227763,468.4341698,472.3361229,470.0050408,462.5278506,441.68064,418.548198,388.4678412,354.9318136
RCP2.6,MFM,AFM100,Selection_EU,89.18002768,103.0624699,114.7082752,172.4402763,220.8453545,258.9524948,301.2274885,345.302674,385.3793332,424.1674107,460.0909421
RCP2.6,MFM,AFM100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,SFM,noAFM,Clear_cut_EU,345.3843657,392.175788,466.5734235,494.7265879,511.3261283,529.7534391,526.5953501,527.2214744,527.7160922,527.3115642,525.8398145
REF,SFM,noAFM,Selection_EU,89.18002768,102.649646,114.9410351,117.9243759,117.8413228,119.6523664,117.9966603,117.2192594,116.402519,115.9017084,114.7897856
REF,SFM,noAFM,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,SFM,AFMfree,Clear_cut_EU,345.3843657,392.175788,464.7446159,470.2227347,466.0846324,470.934665,464.884353,460.8594399,456.0950117,450.9732613,445.1602506
REF,SFM,AFMfree,Selection_EU,89.18002768,102.649646,112.8152227,120.2382202,120.1834413,119.3610698,113.5370336,110.2360683,107.0910475,103.7099279,98.82651236
REF,SFM,AFMfree,Retention_EU,0,0,0,20.65260809,42.09023166,62.11443647,76.51429124,91.36107806,104.4703601,116.1801001,128.8283218
REF,SFM,AFM25,Clear_cut_EU,345.3843657,392.175788,464.5400044,477.2757459,478.615158,480.4085367,472.5995404,462.9267003,454.2586758,444.1705854,434.0889037
REF,SFM,AFM25,Selection_EU,89.18002768,102.649646,112.8584899,116.2718577,112.2708666,113.5172596,109.434108,104.4683257,98.70625683,93.50024649,88.34837274
REF,SFM,AFM25,Retention_EU,0,0,0,16.65809372,34.54044237,51.62641214,63.40199198,78.82326624,92.82906097,106.4439254,119.1861166
REF,SFM,AFM50,Clear_cut_EU,345.3843657,392.175788,466.3059157,481.1218034,486.4876597,484.6928509,471.242119,458.9160492,446.1706414,430.3387299,414.9176282
REF,SFM,AFM50,Selection_EU,89.18002768,102.649646,112.735218,116.4994534,112.0200046,110.3671477,104.6030418,98.05569902,92.30575211,87.3392306,81.30446724
REF,SFM,AFM50,Retention_EU,0,0,0,11.95720897,23.07351541,35.65819083,47.42294987,57.85627923,68.12429762,77.93874508,87.68607317
REF,SFM,AFM75,Clear_cut_EU,345.3843657,392.175788,464.5413168,482.9456145,489.0640648,486.9839271,471.9919642,453.8100451,427.8338048,403.5562468,379.9851366
REF,SFM,AFM75,Selection_EU,89.18002768,102.649646,112.8588088,114.8756185,108.7372434,105.9339394,96.63333479,88.91996401,83.12462895,72.48439485,59.00358725
REF,SFM,AFM75,Retention_EU,0,0,0,6.621174079,12.80888255,18.2410848,24.13575194,29.64807983,34.21490166,39.25197085,45.27079606
REF,SFM,AFM100,Clear_cut_EU,345.3843657,392.175788,464.5400044,486.0949193,490.9931245,488.277598,464.2285804,433.7816008,400.5430173,363.5720382,318.8401019
REF,SFM,AFM100,Selection_EU,89.18002768,102.649646,112.8584899,114.1980878,106.4225982,100.803071,91.00720846,79.67161456,61.46781623,42.32350134,27.89863658
REF,SFM,AFM100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP2.6,SFM,noAFM,Clear_cut_EU,345.3843657,392.175788,464.7446159,520.5174568,575.0800772,613.6285067,658.20996,703.1310131,746.0201791,780.0478292,808.6072986
RCP2.6,SFM,noAFM,Selection_EU,89.18002768,102.649646,112.8152227,119.5768879,124.8596169,125.3721549,125.3276881,122.7771761,116.007151,107.8443288,99.33575862
RCP2.6,SFM,noAFM,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
RCP2.6,SFM,AFMfree,Clear_cut_EU,345.3843657,392.175788,466.3059157,494.8160723,524.3550886,553.4592756,589.7846261,621.8364265,659.6484005,682.7075933,694.0413502
RCP2.6,SFM,AFMfree,Selection_EU,89.18002768,102.649646,112.735218,124.4398703,126.799811,128.0396924,124.9178918,116.6059284,104.8830025,95.94783902,88.45234013
RCP2.6,SFM,AFMfree,Retention_EU,0,0,0,22.01659294,46.47015631,69.52361817,91.93769764,122.0858572,147.8953202,180.2418806,212.3948624
RCP2.6,SFM,AFM25,Clear_cut_EU,345.3843657,392.175788,466.6541823,503.8332196,539.251932,568.8536388,601.1731963,634.0858423,659.0152869,667.2797133,670.4825508
RCP2.6,SFM,AFM25,Selection_EU,89.18002768,102.649646,112.8194158,118.5802303,120.9318923,115.3934136,110.7536624,102.7313774,92.06943867,81.77149085,69.43439478
RCP2.6,SFM,AFM25,Retention_EU,0,0,0,18.32508999,38.70218955,59.32021846,79.42444351,100.712587,123.3097836,144.9971118,165.7554705
RCP2.6,SFM,AFM50,Clear_cut_EU,345.3843657,392.175788,464.5400044,507.0106138,549.4520178,573.8152927,604.2591563,623.7681093,632.5633181,641.5540301,639.7036124
RCP2.6,SFM,AFM50,Selection_EU,89.18002768,102.649646,112.8584899,118.1431247,116.7661276,111.4713118,102.9938432,92.87656265,77.17456112,52.29415874,30.135468
RCP2.6,SFM,AFM50,Retention_EU,0,0,0,12.28955491,25.7198281,40.46679678,55.92792554,72.52294201,89.17180048,106.1942497,122.4768694
RCP2.6,SFM,AFM75,Clear_cut_EU,345.3843657,392.175788,464.5400044,509.9813772,549.275958,576.2386035,601.1607398,606.9262496,607.1954587,602.0140326,569.8733268
RCP2.6,SFM,AFM75,Selection_EU,89.18002768,102.649646,112.8584899,116.9408851,113.6615602,107.3774578,91.34375518,76.29689113,50.83494965,22.45804603,6.905343217
RCP2.6,SFM,AFM75,Retention_EU,0,0,0,6.465251943,13.83864847,20.85382606,28.66595073,36.28684467,45.01065568,51.78427364,57.45243637
RCP2.6,SFM,AFM100,Clear_cut_EU,345.3843657,392.175788,464.5400044,514.2092596,548.9863386,576.3053308,585.0704898,591.9055889,572.0260027,512.6260176,433.701982
RCP2.6,SFM,AFM100,Selection_EU,89.18002768,102.649646,112.8584899,115.7611089,112.5744473,100.1783272,83.62764079,51.05415073,20.19931566,5.941262218,3.309452055
RCP2.6,SFM,AFM100,Retention_EU,0,0,0,0,0,0,0,0,0,0,0
REF,MFM,noAFM,EP_EU,0,0,13.32881711,26.42071494,42.31475778,51.84493346,55.47337907,59.22358905,61.26786863,63.07829074,64.80594404
REF,MFM,AFMfree,EP_EU,0,0,13.08204622,26.21512255,41.70592886,50.60919938,53.51512352,55.44559187,56.9733853,58.48522905,59.55358559
REF,MFM,AFM25,EP_EU,0,0,13.09296828,26.25014914,42.16269326,51.28943461,54.90774101,56.88692953,58.61870873,60.00778253,61.06895601
REF,MFM,AFM50,EP_EU,0,0,13.08009846,26.46543577,42.89679159,51.93654124,55.625901,57.71570347,59.56187182,61.12572949,62.70968355
REF,MFM,AFM75,EP_EU,0,0,13.08004106,26.50906541,43.12058675,53.0020297,56.94751867,59.6350199,61.69398794,63.47583306,65.17477782
REF,MFM,AFM100,EP_EU,0,0,13.32867301,26.83505115,43.97489202,54.33271957,58.57433515,62.21200137,64.39690545,66.62796962,69.35216693
REF,SFM,noAFM,EP_EU,0,0,13.11335806,26.48941926,42.51821656,52.37573785,55.90970458,59.6262963,61.61719664,63.443597,65.20098971
