Mitigation_scenario,Forest_use,Management_scenario,Category,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
REF,MFM,noAF,Clear_Cut,345.3843657,393.7529929,467.5198175,495.0713165,511.9871449,530.6356813,529.8371357,530.190564,530.0545454,529.4708812,528.0513929
REF,MFM,noAF,Selection,89.18002768,103.0624699,115.1741806,118.0065463,117.9936621,119.8516334,118.7230622,117.879389,116.9183302,116.3763207,115.2725687
REF,MFM,noAF,Retention,0,0,0,0,0,0,0,0,0,0,0
REF,MFM,AF0,Clear_Cut,345.3843657,393.7529929,466.0238561,471.4737196,466.7822594,472.8790807,467.9400225,464.1094477,458.8308396,454.671213,449.4868288
REF,MFM,AF0,Selection,89.18002768,103.0624699,114.8754832,121.389629,121.1024103,120.0897844,113.2854877,109.6184118,105.6849897,100.9084864,96.35945104
REF,MFM,AF0,Retention,0,0,0,20.49218049,41.81794896,61.50457774,75.80078918,89.90117053,104.4130039,116.7331838,128.759247
REF,MFM,AF25,Clear_Cut,345.3843657,393.7529929,466.9055663,466.8446002,457.3546414,455.3370962,438.4253447,425.3869726,413.0459677,400.6334003,386.8441248
REF,MFM,AF25,Selection,89.18002768,103.0624699,115.0953499,130.2553798,138.0145367,149.3951343,155.4843195,160.0989552,162.0695633,163.4058536,167.3240604
REF,MFM,AF25,Retention,0,0,0,16.12270405,33.40477558,48.47879145,60.36677775,74.05517661,88.21825984,101.6951235,112.50673
REF,MFM,AF50,Clear_Cut,345.3843657,393.7529929,465.9507044,459.9702428,445.7635162,435.6287283,409.2890663,388.6181541,366.9740512,345.2514842,322.7983278
REF,MFM,AF50,Selection,89.18002768,103.0624699,114.9522713,141.3191753,158.6495402,180.4554416,195.3123426,206.1961045,216.3498299,226.3982744,237.4250954
REF,MFM,AF50,Retention,0,0,0,11.09625675,22.89114712,33.42665951,44.08570688,56.85286138,69.2524886,81.00844675,91.97270158
REF,MFM,AF75,Clear_Cut,345.3843657,393.7529929,466.1478607,453.9050418,434.6412524,415.7753601,385.6225948,354.1875108,324.7350523,297.9049796,272.6097477
REF,MFM,AF75,Selection,89.18002768,103.0624699,114.7600806,151.650807,180.1221407,211.373187,232.8643892,253.8222988,273.2461899,292.1048119,310.398456
REF,MFM,AF75,Retention,0,0,0,5.970035692,11.59121166,17.418544,22.58086144,32.146189,39.66153857,44.82693892,49.91673065
REF,MFM,AF100,Clear_Cut,345.3843657,393.7529929,467.5249537,446.1579777,419.5590882,395.6077395,361.7491166,324.9159898,291.092401,260.4902533,230.8128292
REF,MFM,AF100,Selection,89.18002768,103.0624699,115.1754459,164.9886993,204.7672453,244.3349025,272.1767471,301.4643278,328.8989415,353.9931673,378.4331252
REF,MFM,AF100,Retention,0,0,0,0,0,0,0,0,0,0,0
RCP,MFM,noAF,Clear_Cut,345.3843657,393.7529929,466.1605047,521.4659652,574.0773362,615.4349128,661.5704908,704.9627346,744.073148,776.6093709,804.5151282
RCP,MFM,noAF,Selection,89.18002768,103.0624699,114.7474366,121.1895477,125.6045239,127.397847,126.3660686,123.0927433,117.2067205,109.253275,100.4225941
RCP,MFM,noAF,Retention,0,0,0,0,0,0,0,0,0,0,0
RCP,MFM,AF0,Clear_Cut,345.3843657,393.7529929,466.4281647,495.2266459,526.0121148,556.7460465,593.5845557,624.6353319,663.459383,686.8749515,698.1090293
