"Group","Scenario","Year","Category","PDFx100"
"REF","noAFM","2040","Energy_crops_and_plantations",58215.6146521523
"REF","noAFM","2040","Annual_crops",1548679.3031748
"REF","noAFM","2040","Pasture",2705057.35658649
"REF","noAFM","2040","Permanent_crops",800467.187146493
"REF","noAFM","2040","Urban",376196.171049658
"RCP2.6","noAFM","2050","Afforestation",70842.3501003612
"RCP2.6","noAFM","2050","Regrowth",181063.642511729
"RCP2.6","noAFM","2050","Forest",670775.895885039
"RCP2.6","noAFM","2050","Energy_crops_and_plantations",254096.979752036
"RCP2.6","noAFM","2050","Annual_crops",1364940.23343524
"RCP2.6","noAFM","2050","Pasture",2228370.04199513
"RCP2.6","noAFM","2050","Permanent_crops",786322.873791066
"RCP2.6","noAFM","2050","Urban",368845.291614343
"REF","noAFM","2050","Afforestation",69124.4564764416
"REF","noAFM","2050","Regrowth",161270.149188138
"REF","noAFM","2050","Forest",661830.875164272
"REF","noAFM","2050","Energy_crops_and_plantations",62880.2212322318
"REF","noAFM","2050","Annual_crops",1607244.46923542
"REF","noAFM","2050","Pasture",2757800.65631015
"REF","noAFM","2050","Permanent_crops",804891.048421212
"REF","noAFM","2050","Urban",377574.55422119
"RCP2.6","noAFM","2060","Afforestation",80826.3195009885
"RCP2.6","noAFM","2060","Regrowth",172618.824657469
"RCP2.6","noAFM","2060","Forest",711209.460841677
"RCP2.6","noAFM","2060","Energy_crops_and_plantations",365458.050895264
"RCP2.6","noAFM","2060","Annual_crops",1311262.1760493
"RCP2.6","noAFM","2060","Pasture",2121447.85110379
"RCP2.6","noAFM","2060","Permanent_crops",785419.642066725
"RCP2.6","noAFM","2060","Urban",368453.538627049
"REF","noAFM","2060","Afforestation",78640.6133210735
"REF","noAFM","2060","Regrowth",149353.156678044
"REF","noAFM","2060","Forest",686765.419902239
"REF","noAFM","2060","Energy_crops_and_plantations",72231.1595484624
"REF","noAFM","2060","Annual_crops",1656096.94998669
"REF","noAFM","2060","Pasture",2801610.32446162
"REF","noAFM","2060","Permanent_crops",806268.726081968
"REF","noAFM","2060","Urban",378570.93602612
"RCP2.6","noAFM","2070","Afforestation",89427.3838306359
"RCP2.6","noAFM","2070","Regrowth",159426.404037931
"RCP2.6","noAFM","2070","Forest",786384.608750069
"RCP2.6","noAFM","2070","Energy_crops_and_plantations",526133.924764836
"RCP2.6","noAFM","2070","Annual_crops",1205639.20568086
"RCP2.6","noAFM","2070","Pasture",1999118.85858067
"RCP2.6","noAFM","2070","Permanent_crops",783452.420021364
"RCP2.6","noAFM","2070","Urban",368013.507011053
"REF","noAFM","2070","Afforestation",87428.733655111
"REF","noAFM","2070","Regrowth",139572.872373284
"REF","noAFM","2070","Forest",710757.047662789
"REF","noAFM","2070","Energy_crops_and_plantations",81126.6725399369
"REF","noAFM","2070","Annual_crops",1672874.89708022
"REF","noAFM","2070","Pasture",2834494.14028056
"REF","noAFM","2070","Permanent_crops",808424.377081317
"REF","noAFM","2070","Urban",379542.377243503
"RCP2.6","noAFM","2080","Afforestation",107368.497092239
"RCP2.6","noAFM","2080","Regrowth",139589.814544613
"RCP2.6","noAFM","2080","Forest",912395.417173247
"RCP2.6","noAFM","2080","Energy_crops_and_plantations",725727.468020931
"RCP2.6","noAFM","2080","Annual_crops",1097272.87091746
"RCP2.6","noAFM","2080","Pasture",1843499.19517477
"RCP2.6","noAFM","2080","Permanent_crops",783980.644549066
"RCP2.6","noAFM","2080","Urban",368080.26841386
"REF","noAFM","2080","Afforestation",94319.2282705096
"REF","noAFM","2080","Regrowth",132735.600663057
"REF","noAFM","2080","Forest",739977.978382982
"REF","noAFM","2080","Energy_crops_and_plantations",88363.0301781513
"REF","noAFM","2080","Annual_crops",1668823.50900753
"REF","noAFM","2080","Pasture",2848185.45244803
"REF","noAFM","2080","Permanent_crops",809550.651821187
"REF","noAFM","2080","Urban",379575.138164672
"RCP2.6","noAFM","2090","Afforestation",144973.752677753
"RCP2.6","noAFM","2090","Regrowth",117679.94861841
"RCP2.6","noAFM","2090","Forest",1068173.21916994
"RCP2.6","noAFM","2090","Energy_crops_and_plantations",902587.577946723
"RCP2.6","noAFM","2090","Annual_crops",969526.9421248
"RCP2.6","noAFM","2090","Pasture",1646815.52566674
"RCP2.6","noAFM","2090","Permanent_crops",782851.39488785
"RCP2.6","noAFM","2090","Urban",367482.117592166
"REF","noAFM","2090","Afforestation",101361.285046247
"REF","noAFM","2090","Regrowth",125506.79530076
"REF","noAFM","2090","Forest",766848.700231999
"REF","noAFM","2090","Energy_crops_and_plantations",94605.1927515013
"REF","noAFM","2090","Annual_crops",1661893.4492358
"REF","noAFM","2090","Pasture",2840700.22897908
"REF","noAFM","2090","Permanent_crops",809968.534068364
"REF","noAFM","2090","Urban",379376.146815014
"RCP2.6","noAFM","2100","Afforestation",201033.27117696
"RCP2.6","noAFM","2100","Regrowth",99509.1674784889
"RCP2.6","noAFM","2100","Forest",1205156.54297492
"RCP2.6","noAFM","2100","Energy_crops_and_plantations",1016469.2241432
"RCP2.6","noAFM","2100","Annual_crops",844571.676755916
"RCP2.6","noAFM","2100","Pasture",1423490.16111682
"RCP2.6","noAFM","2100","Permanent_crops",779024.321486155
"RCP2.6","noAFM","2100","Urban",365305.728728708
"REF","noAFM","2100","Afforestation",108879.417019533
"REF","noAFM","2100","Regrowth",119244.250967673
"REF","noAFM","2100","Forest",791399.649442241
"REF","noAFM","2100","Energy_crops_and_plantations",100257.290104927
"REF","noAFM","2100","Annual_crops",1645052.67838262
"REF","noAFM","2100","Pasture",2826118.87104387
"REF","noAFM","2100","Permanent_crops",809675.882658244
"REF","noAFM","2100","Urban",378808.858569324
