"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",282086.717245124,0,0
"RCP2.6_SFM","noAFM",282046.135797232,0,0
"REF_MFM","noAFM",327275.090236527,0,0
"REF_SFM","noAFM",327260.041378941,0,0
"RCP2.6_MFM","AFMfree",275484.194457541,0,0
"RCP2.6_SFM","AFMfree",275405.349376684,0,0
"REF_MFM","AFMfree",322465.461507384,0,0
"REF_SFM","AFMfree",323569.990135833,0,0
"RCP2.6_MFM","AFM25",273714.562285145,0,0
"RCP2.6_SFM","AFM25",274206.85065233,0,0
"REF_MFM","AFM25",322862.427214923,0,0
"REF_SFM","AFM25",324959.514457743,0,0
"RCP2.6_MFM","AFM50",271542.183311976,0,0
"RCP2.6_SFM","AFM50",272805.970819322,0,0
"REF_MFM","AFM50",321942.011270437,0,0
"REF_SFM","AFM50",324092.602198042,0,0
"RCP2.6_MFM","AFM75",270581.135719576,0,0
"RCP2.6_SFM","AFM75",271196.647341252,0,0
"REF_MFM","AFM75",321008.780650228,0,0
"REF_SFM","AFM75",321854.686455468,0,0
"RCP2.6_MFM","AFM100",269959.617885068,0,0
"RCP2.6_SFM","AFM100",270550.987262556,0,0
"REF_MFM","AFM100",320803.711816516,0,0
"REF_SFM","AFM100",320108.435971676,0,0
