"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",5934560.09386117,0,0
"RCP2.6_SFM","noAFM",5934856.93660678,0,0
"REF_MFM","noAFM",6779436.89818843,0,0
"REF_SFM","noAFM",6779535.10817695,0,0
"RCP2.6_MFM","AFMfree",5917169.17068609,0,0
"RCP2.6_SFM","AFMfree",5916497.45543192,0,0
"REF_MFM","AFMfree",6761342.96483399,0,0
"REF_SFM","AFMfree",6763094.80521298,0,0
"RCP2.6_MFM","AFM25",5915850.34557133,0,0
"RCP2.6_SFM","AFM25",5920776.47130514,0,0
"REF_MFM","AFM25",6762553.11689702,0,0
"REF_SFM","AFM25",6767539.14461522,0,0
"RCP2.6_MFM","AFM50",5915575.8218032,0,0
"RCP2.6_SFM","AFM50",5936675.52677381,0,0
"REF_MFM","AFM50",6762221.321765,0,0
"REF_SFM","AFM50",6785127.69807189,0,0
"RCP2.6_MFM","AFM75",5921290.04513915,0,0
"RCP2.6_SFM","AFM75",5940047.37819115,0,0
"REF_MFM","AFM75",6767065.46912025,0,0
"REF_SFM","AFM75",6793784.90275907,0,0
"RCP2.6_MFM","AFM100",5925352.49882716,0,0
"RCP2.6_SFM","AFM100",5954736.91692142,0,0
"REF_MFM","AFM100",6772290.76774703,0,0
"REF_SFM","AFM100",6811679.28489635,0,0
