"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",14342.2631215494,75374.7155079626,70862.7163380454,21336.8979302688,830229.413634366,703649.605978192,1352627.44477878,343968.83079844,24633.1024578731,10840.6090683411,6907.25715457439,0,44772.7674445294,0,0,36.9397798341542,0,0,0,29522.9756256925,19738.9851316167,948039.181209937,19168.0821759576,5635.2968618801,195397.97431508,99509.1674784889,13.2896818743222,41083.5155409397,13682.2776539524,1063186.784193
"RCP2.6_SFM","noAFM",14341.6390362461,75372.4830004681,70803.5520366927,21334.800488653,830310.650385771,703654.963608893,1352666.03102532,343971.029657896,24638.8079220165,10858.3895244529,6906.17453708353,0,45263.5437696147,0,0,36.863219501671,0,0,0,29521.4706648131,19775.3962907972,948058.699797332,19054.2989911652,5634.81981234387,195400.973969158,99493.4997305873,13.2753447158194,41077.457530021,13666.8534439001,1063001.26281934
"REF_MFM","noAFM",88264.3586795533,78448.2769252689,92448.5374552868,24034.8868031872,1556788.31970307,731227.605732976,2733670.33358858,354773.971766137,14933.8747030744,10661.6509258789,7115.0477127205,0,32547.8268570179,0,0,239.148929346107,0,0,0,3741.77536746457,7448.43950284056,85818.5397330087,3248.5355016129,0,108879.417019533,119244.250967673,137.189886164532,25629.2189056634,10463.5542716207,689672.137250755
"REF_SFM","noAFM",88239.7175969631,78446.1245522748,92450.5670923556,24033.6983556799,1556642.86589992,731233.830251938,2733513.11702722,354778.203778951,14936.8553946183,10588.0677870692,7115.9458157852,0,32826.7272575999,0,0,239.020996818828,0,0,0,3741.72146350298,7453.86696467959,85819.3248386489,3583.96911887889,0,108881.192023241,119252.802586388,137.220905249857,25634.7951583772,10465.3022410129,689520.171069786
"RCP2.6_MFM","AFMfree",14490.1341108788,74992.7922896764,70832.0319590793,21208.8635644065,830771.116186992,703064.343144131,1352866.91723625,343903.579135847,17857.1138647335,7770.15841369317,7029.56887720707,1243.71330590964,30047.0638646421,0,0,50.632015066656,0,0,0,29352.6603081357,18903.5101664738,947593.367811771,17257.9241497487,5608.72143722143,195297.887068887,99911.6520546055,13.4655396704601,41486.8162793019,13900.9870190818,1071714.15088268
"RCP2.6_SFM","AFMfree",14438.8430022458,75005.4423321983,70822.5230839222,21215.6651033592,830989.616299222,703034.485626555,1353020.31127799,343898.191811012,17917.5772855216,7864.6229714676,6971.13117901399,1241.3199746215,29278.6517439467,0,0,39.4784975148811,0,0,0,29352.5818490323,18914.7423433571,947543.604152508,16735.4057615077,5608.51608098575,195289.93809097,99887.5269381789,13.4385488421655,41501.6621772165,13864.0900960694,1072048.08920465
"REF_MFM","AFMfree",87868.839798284,78043.5967686035,92265.5349696317,23914.7404162277,1555980.08856814,730464.042790175,2731819.2833826,354627.875757229,10558.41683114,7277.41559849048,7325.24353850029,901.862417796623,17652.6588870169,0,0,234.112257330223,0,0,0,3732.3232605871,6940.73092898703,85765.206986476,3520.17421779901,0,108862.233483136,120524.139353035,138.103637630867,25960.741380733,10541.9566826653,696423.642921778
"REF_SFM","AFMfree",88095.7915255338,78141.5276695829,92352.7585801623,23957.0534636755,1556181.1303275,730486.068621969,2731955.96076962,354636.939922663,11469.0140750279,7428.49669740048,7013.7929218973,920.985924732596,18500.5712272889,0,0,169.046228875322,0,0,0,3732.24876345976,6978.49982452926,85769.0355271307,3269.56929417862,0,108863.83086104,120497.699780544,138.907371226038,25946.1102511224,10600.3637871299,695989.401796686
"RCP2.6_MFM","AFM25",14184.6875095618,74901.5886328328,70594.0199089795,21175.1080986363,829921.179491914,703038.476745608,1352138.0578793,343899.146434696,16600.4345518836,8359.00631776036,6917.35941356731,990.284872878683,30836.7052794759,0,0,100.647268656473,0,0,0,29327.075572936,19448.5225864125,947645.703482543,19354.6424552417,5599.5525586493,195301.323159841,99889.9407333307,13.4245026850651,41443.1717505361,13861.8568074655,1070308.42955594
"RCP2.6_SFM","AFM25",14012.3893388898,74942.1924470716,70299.8868018963,21189.9595643561,828976.515826937,703182.613474644,1351448.16289432,343917.773623245,16744.9044320378,9906.9406213176,7084.40583323569,1025.54081777525,37143.324374378,0,0,28.9051029085141,0,0,0,29347.266764851,20162.4621944065,947838.785436737,22214.4923023168,5601.0958785389,195331.024362268,99671.978500069,13.3287314954208,41285.3291781061,13754.5127448669,1065652.68005848
