"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"REF_MFM","AFM25",87914.1816446395,78192.5464840333,92211.7097971284,23898.3971982721,1556181.37280733,730494.820102307,2731954.74981413,354633.373795944,11051.420297357,7575.15982836813,7200.04518109783,740.463206176291,18663.4991585308,0,0,243.772277500245,0,0,0,3728.60931459329,7042.43041367453,85769.7846485275,3293.39104565599,0,108862.742026138,120466.630604542,137.546309028865,25932.1701157006,10501.305091422,695862.995734921
"REF_SFM","AFM25",88145.526138815,78355.578429921,92439.4825514102,23997.5449830159,1556100.30125399,730637.951569645,2732222.3480302,354655.102004424,12300.6870654476,9547.06061485731,7151.32397588368,818.058576780062,22404.3388219955,0,0,127.384566064388,0,0,0,3729.5431268673,7229.29347144706,85787.8139558229,3701.25118064536,0,108866.935582353,119946.950901848,137.898513404842,25797.1344755581,10527.1930586863,692912.441766141
"RCP2.6_MFM","AFM50",14076.0974104831,74786.6649704743,70250.658647702,21126.455893458,829004.831294837,703019.843280016,1351428.62660326,343885.575684029,15197.132697044,9314.37354044409,6836.39930645836,719.430101907739,32787.0979593813,0,0,153.161512133157,0,0,0,29304.2083905873,19882.3880557333,947696.943783097,21953.9604567516,5591.05563081371,195303.107861282,99742.7978798295,13.1892654360777,41363.9070903672,13605.341429745,1068532.57305793
"RCP2.6_SFM","AFM50",13700.0991057644,74883.5572161942,69883.6567997035,21163.5069826265,827411.887473529,703807.039582868,1350843.97563557,344024.705546505,15253.3541979942,12446.024826582,7378.73283740339,715.444455611171,59492.6948399428,0,0,25.3256140164816,0,0,0,29335.5030877896,21188.8165415875,948425.009916351,27075.6383376312,5593.98103140169,195451.223342733,99162.1358273891,13.2413779496907,40805.0092795639,13670.7515712801,1054924.21134582
"REF_MFM","AFM50",87781.712973899,78138.9653361002,92160.6571739955,23896.1904279366,1555985.27892986,730515.089661519,2731935.04128014,354631.030871132,10503.7780028813,8471.60582838943,7091.00896507482,579.21615181707,19661.5550270675,0,0,270.476013057825,0,0,0,3727.99853541491,7173.40370900711,85775.8370915953,3657.50010896482,0,108863.220670776,120277.055884802,137.280770846665,25865.5053755694,10481.3232104063,694640.58976475
"REF_SFM","AFM50",87846.4102391459,78295.3066472875,92145.8795596998,23976.9684624739,1556833.41679897,731591.438619972,2734406.27678592,354878.500157888,11284.3794703824,12262.1817470634,7546.35580902343,611.803639376773,44163.5841224304,0,0,113.831797610791,0,0,0,3731.33765449042,7966.37799461151,85872.6285022336,4083.96193963856,0,108896.428405875,118623.761655996,136.663540310496,25425.8463798871,10437.2873836286,683997.070757979
"RCP2.6_MFM","AFM75",13799.3004288562,74936.4478705292,70080.5511866236,21154.188189718,828531.705792855,703290.23652854,1351223.72089826,343957.539430384,14092.9275788505,9768.62105345512,6776.94092607946,379.338850162675,41372.9308656115,0,0,203.611937133346,0,0,0,29390.381184496,20621.0501909952,947956.799139483,23591.4315062117,5597.48157510287,195347.289006172,99531.807412399,13.1232508154485,41229.0428340532,13535.7925502138,1064907.78495214
"RCP2.6_SFM","AFM75",13443.7596062701,74827.7851403959,69561.7211254433,21133.1296540038,825442.642738937,703978.190457255,1349153.00139482,344033.34899356,13711.5575037617,15979.6892807128,7843.12445738036,368.602722306093,68133.725560757,0,0,20.50886855665,0,0,0,29354.1965605926,21952.541129331,948740.871797963,31836.0222003499,5586.52511131991,195498.385359006,98809.8972037858,12.9618331739031,40501.5487868077,13380.2336287165,1046743.40707594
"REF_MFM","AFM75",87762.1996067304,78247.4776511296,92152.7990031506,23914.0984177149,1556381.77867737,730763.560307011,2732625.2604098,354684.414662336,9527.19102726033,9018.9099202346,7021.56668139694,312.995391010392,26292.5895036488,0,0,312.016303810837,0,0,0,3735.08352698977,7505.45209505163,85795.8970721704,3484.02053749325,0,108869.567917002,119910.979113646,136.005481895287,25755.4858350857,10381.8954640879,692474.224514227
"REF_SFM","AFM75",87189.0885703938,78149.4929522353,91947.2063333837,23969.1981881249,1556509.89906008,732062.61946401,2735115.02859992,354983.569385252,9111.34202409215,16711.7697154303,8098.86937901853,390.624775834021,59972.3881507471,0,0,113.546447971816,0,0,0,3727.17595848144,8679.94283315055,85909.6242549546,5619.0291448842,0,108916.9760117,117264.622947328,135.406727998988,25068.4800268693,10342.7922647826,673796.209542422
"RCP2.6_MFM","AFM100",13808.5100099771,75351.9130726599,70222.2149013791,21228.4162702606,827191.212314969,703441.725181838,1350586.61882646,343952.180574085,12629.0865026052,11330.2954584498,6772.1946089947,0,46543.6620299296,0,0,258.571661256935,0,0,0,29559.5222013692,20989.2562639988,948052.254435551,26840.6318997744,5616.0085134301,195371.401914459,99366.0415956064,13.0999614774051,41034.8296172928,13510.8239176586,1061682.02709368
"RCP2.6_SFM","AFM100",13272.691557338,74783.3679700919,69290.8490757724,21102.2763516187,824590.83423733,704625.996229107,1348600.98121608,344176.218325078,12515.4681956769,18397.3364974149,8657.22509393196,0,88941.8914619415,0,0,6.25165293173671,0,0,0,29527.0152059656,22692.6897757249,949350.484371856,35077.3784449776,5580.09958896174,195617.736261678,98090.8104003492,12.7093528090552,40128.2795605225,13110.3434417331,1036587.98265253
"REF_MFM","AFM100",87950.4212178037,78626.6597154307,92340.4366955277,23953.552153914,1556313.35509851,731053.971712563,2733039.92226275,354730.859171005,8525.87913084942,10847.5792715199,7006.28184626153,0,33083.3591949146,0,0,354.075995133787,0,0,0,3752.49605453572,7804.97853719967,85810.3416334841,4072.386745094,0,108878.614098944,119311.552198436,135.644875613632,25597.3218733904,10353.2855942461,688747.792669897
"REF_SFM","AFM100",86507.4433397551,78014.7402759171,91549.0637334163,23900.1528838359,1555968.11373102,733010.790755835,2736787.82679867,355234.080133073,7797.48231516152,20200.4081299661,8881.48894393,0,84028.4575882774,0,0,100.992738681419,0,0,0,3729.51893605312,9298.68008837508,86001.418398405,8320.9045373818,0,108953.677978937,115751.052298461,133.416526439258,24672.0186917826,10195.4561901114,662642.099882868
