"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",1668.59688648348,0,0
"RCP2.6_SFM","noAFM",1668.12572124414,0,0
"REF_MFM","noAFM",1931.90912732879,0,0
"REF_SFM","noAFM",1931.86444368648,0,0
"RCP2.6_MFM","AFMfree",1669.8392776119,0,0
"RCP2.6_SFM","AFMfree",1669.63884210886,0,0
"REF_MFM","AFMfree",1930.23422764664,0,0
"REF_SFM","AFMfree",1933.55583078105,0,0
"RCP2.6_MFM","AFM25",1670.20084059242,0,0
"RCP2.6_SFM","AFM25",1669.97394390977,0,0
"REF_MFM","AFM25",1929.79249331633,0,0
"REF_SFM","AFM25",1934.38936340156,0,0
"RCP2.6_MFM","AFM50",1669.07574558682,0,0
"RCP2.6_SFM","AFM50",1670.83270128998,0,0
"REF_MFM","AFM50",1930.01186071834,0,0
"REF_SFM","AFM50",1934.16697788326,0,0
"RCP2.6_MFM","AFM75",1672.88103698876,0,0
"RCP2.6_SFM","AFM75",1670.05603143802,0,0
"REF_MFM","AFM75",1933.0768926242,0,0
"REF_SFM","AFM75",1934.98775637949,0,0
"RCP2.6_MFM","AFM100",1681.68081040238,0,0
"RCP2.6_SFM","AFM100",1669.87736801336,0,0
"REF_MFM","AFM100",1941.43641017434,0,0
"REF_SFM","AFM100",1932.49744429655,0,0
