"Group","Scenario","PDFx100","lower95","upper95"
"RCP2.6_MFM","noAFM",307.91049455183,0,0
"RCP2.6_SFM","noAFM",308.045091747744,0,0
"REF_MFM","noAFM",102.246181248213,0,0
"REF_SFM","noAFM",102.308751871697,0,0
"RCP2.6_MFM","AFMfree",305.632514935141,0,0
"RCP2.6_SFM","AFMfree",305.642710830283,0,0
"REF_MFM","AFMfree",100.514904661161,0,0
"REF_SFM","AFMfree",100.79541197918,0,0
"RCP2.6_MFM","AFM25",308.586011690938,0,0
"RCP2.6_SFM","AFM25",311.227883107381,0,0
"REF_MFM","AFM25",100.762900389983,0,0
"REF_SFM","AFM25",101.799294356496,0,0
"RCP2.6_MFM","AFM50",309.742788542315,0,0
"RCP2.6_SFM","AFM50",316.360876076131,0,0
"REF_MFM","AFM50",101.376156527859,0,0
"REF_SFM","AFM50",104.911326300291,0,0
"RCP2.6_MFM","AFM75",313.948988450101,0,0
"RCP2.6_SFM","AFM75",318.751741306648,0,0
"REF_MFM","AFM75",102.327948086259,0,0
"REF_SFM","AFM75",108.359088375748,0,0
"RCP2.6_MFM","AFM100",316.389421330201,0,0
"RCP2.6_SFM","AFM100",321.239136531107,0,0
"REF_MFM","AFM100",104.039563734587,0,0
"REF_SFM","AFM100",111.507264750674,0,0
