"Group","Scenario","PDF","lower95","upper95"
"RCP2.6_MFM","noAFM",0.00216658045505342,0,0
"RCP2.6_SFM","noAFM",0.00216652183272831,0,0
"REF_MFM","noAFM",0.00250124620950261,0,0
"REF_SFM","noAFM",0.00250133487673067,0,0
"RCP2.6_MFM","AFMfree",0.00222051706989872,0,0
"RCP2.6_SFM","AFMfree",0.00223269610395171,0,0
"REF_MFM","AFMfree",0.00250869130528433,0,0
"REF_SFM","AFMfree",0.00259179152491522,0,0
"RCP2.6_MFM","AFM25",0.00217336770514042,0,0
"RCP2.6_SFM","AFM25",0.00223829287388401,0,0
"REF_MFM","AFM25",0.00254224157819699,0,0
"REF_SFM","AFM25",0.00269180823370736,0,0
"RCP2.6_MFM","AFM50",0.00211705151586213,0,0
"RCP2.6_SFM","AFM50",0.00223326786300337,0,0
"REF_MFM","AFM50",0.00254456927810896,0,0
"REF_SFM","AFM50",0.00268552477054074,0,0
"RCP2.6_MFM","AFM75",0.00206341725635462,0,0
"RCP2.6_SFM","AFM75",0.00223524868844608,0,0
"REF_MFM","AFM75",0.00251428958916897,0,0
"REF_SFM","AFM75",0.0026606690477675,0,0
"RCP2.6_MFM","AFM100",0.00203424441298801,0,0
"RCP2.6_SFM","AFM100",0.00225242002988677,0,0
"REF_MFM","AFM100",0.00249895594048863,0,0
"REF_SFM","AFM100",0.00265973208867188,0,0
