"Scenario","Ecoregion","A_org","A_new","Annual","Permanent","Pasture","Urban","For_ClearCut","For_Retention_EU","For_PlantationFuel","For_TimberPlant","For_SelectionSystem_EU","For_Selective_im","Secondary","ForOther_Extensive","ForOther_Intensive"
"RCP_MFM_AF0","AA0101",0.117213277,0.0943011672,0.001144822,0.000920027,0.0197882448,0,0,0,0.000752441,0,0,0,0.000147499424935273,5.37540822025025e-05,0.000105321492862225
"RCP_MFM_AF0","AA0102",0.469792601574,0.15422525671,0.082268624,0.050674579,0.07219378129,0.004158150574,0,0,0.001956761,0.001956761,0,0,0.0746616329197226,0.00600340006037555,0.0216936550199018
"RCP_MFM_AF0","AA0103",0.198009449425,0.08014566716,0.000874416,0.005955439,0.00682817184,0.023760860425,0,0,0.000262061,0.000205061,0,0,0.0578676044221474,0.0047924296280045,0.0173177389498481
"RCP_MFM_AF0","AA0104",0.8358432214,0.28146110515,0.002184653,0.037774596,0.04456560085,0.0343683874,0,0,0,0,0,0,0.31536517594407,0.0260370874841501,0.0940866155717799
"RCP_MFM_AF0","AA0105",14.9616835511,10.45965740023,0.075364626,0.326167042,1.29510720477,0.2057011631,0,0,0.0841734705,0.0198142015,0,0,1.55597395803884,0.28441964031399,0.655304844647174
"RCP_MFM_AF0","AA0106",2.340868808143,0.91926612286,0.002782682,0.03350966,0.03989873714,0.160894969143,0,0,0.0023476225,0.0023476225,0,0,0.862778902675317,0.0687196849642238,0.248322804360459
"RCP_MFM_AF0","AA0107",1.54132105206,1.11031092309,0.010287443,0.018618245,0.23339198491,0,0,0,0.013808907,1.385e-05,0,0,0.0745205633478515,0.0271579664310945,0.0532111692810541
"RCP_MFM_AF0","AA0108",0.102733300891,0.04956818289,0.000814027,0.00471445,0.00540184711,0.005855354891,0,0,0.0005513835,0.0004314795,0,0,0.0256110539345285,0.00212103429727048,0.00766448776820103
"RCP_MFM_AF0","AA0110",0.016467658,0.01170523509,3.58e-05,0.0002064,0.00166093791,0,0,0,0,0,0,0,0.00137565976751546,0.00050133977307472,0.000982285459409824
"RCP_MFM_AF0","AA0111",2.74529920538,2.10103981356,0.006637557,0.02298086,0.30768176744,0.04497591438,0,0,0.001591511,0.000108742,0,0,0.125227427939018,0.0456373674568286,0.089418244604153
"RCP_MFM_AF0","AA0112",1.170098687,0.93895024471,0.002836291,0.01038498,0.17176824429,0,0,0,0.000285097,8.55e-06,0,0,0.0220667126298467,0.00804190175768015,0.0157566656124731
"RCP_MFM_AF0","AA0113",1.246052651538,0.62926610877,0,0.007446791,0.39264970023,0.006109935538,0,0,0.004311745,0,0,0,0.0992398796537078,0.0361665725206239,0.0708619188256683
"RCP_MFM_AF0","AA0115",11.79079367729,7.66213345339,0.059470403,0.279729893,1.17795053761,0.02842817229,0,0,0.109311593,0.027353051,0,0,1.52501822610875,0.278325960271547,0.643072387619706
"RCP_MFM_AF0","AA0116",1.99801886838,1.16832537929,0.00714042,0.059694647,0.11497921471,0.00526133338,0,0,0.0159812805,0.0066918715,0,0,0.433307735191851,0.0501303865002729,0.136506600307876
"RCP_MFM_AF0","AA0117",3.16549835452,0.3935905124,0.066170968,0.028164807,1.2039186946,0.06075991452,0.002375333,0,0,0,0,0,0.862960897068387,0.390157003931874,0.157400223999739
"RCP_MFM_AF0","AA0118",1.678668360187,0.52400341857,0.013936729,0.070898954,0.08585376743,0.046079097187,0,0,0.0050401165,0.0050401165,0,0,0.671338815298959,0.0555920515088629,0.200885294192178
"RCP_MFM_AF0","AA0119",3.150383123064,0.55009737978,0.00036325,0.073692136,0.06118965822,0.003564129064,0,0,0.0059221565,0.0002721565,0,0,1.18128588750315,0.430502957752993,0.843493411743857
"RCP_MFM_AF0","AA0120",7.0191989604,5.2807427492,0.035255628,0.091375202,0.9923143408,0.0504918284,0,0,0.088586076,2.66e-05,0,0,0.231156949005527,0.0842252670329121,0.165024319961561
"RCP_MFM_AF0","AA0121",8.15856115794,4.3274082942,0.044690125,0.486842627,1.1048354098,0.02435488194,0,0,0.069959219,0.017392333,0,0,1.25920587130771,0.242959550773918,0.580912845918375
"RCP_MFM_AF0","AA0122",10.15816731017,6.12794174389,0.052875217,0.484986624,1.05846166811,0.02562778517,0,0,0.0510924535,0.0221445595,0,0,1.49119786383414,0.23801653750056,0.605822857665297
"RCP_MFM_AF0","AA0123",10.45892054177,2.38865792691,1.799690538,0.516236259,0.81526974409,0.83510938377,0,0,0.0090494325,0.0090494325,0,0,2.99610153375779,0.236207169523115,0.853549121719095
"RCP_MFM_AF0","AA0124",7.580118046716,1.87800531586,1.147034307,0.273998424,0.51852732914,0.336470755716,0,0,0.00136483,0.00136483,0,0,2.49245509716998,0.201774088881372,0.729123068948644
