Mitigation_scenario,Forest_use,Management_scenario,Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,MFM,noAF,Lake,0.003094334,0.003851794,0.0047312,0.004762073,0.005313075,0.005414157,0.005419859,0.00542446,0.005427632,0.005429974,0.005431813,Clear_cut_EU_ex
REF,MFM,noAF,PA0401,0.059082871,0.073545739,0.090337014,0.090926505,0.101447278,0.103377326,0.103486195,0.103574047,0.103634616,0.103679318,0.103714435,Clear_cut_EU_ex
REF,MFM,noAF,PA0402,0.62638646,0.779719305,0.957737522,0.963987206,1.07552664,1.095988673,1.097142886,1.098074281,1.098716419,1.099190341,1.099562649,Clear_cut_EU_ex
REF,MFM,noAF,PA0404,0.276379194,0.344033925,0.422580533,0.425338068,0.47455238,0.4835808,0.484090071,0.484501029,0.484784358,0.484993466,0.485157738,Clear_cut_EU_ex
REF,MFM,noAF,PA0405,0.289533353,0.360408085,0.442693087,0.445581866,0.497138513,0.506596638,0.507130148,0.507560664,0.507857479,0.508076539,0.50824863,Clear_cut_EU_ex
REF,MFM,noAF,PA0406,0.536798146,0.668200709,0.820758044,0.826113873,0.921700487,0.939235959,0.940225092,0.941023274,0.941573572,0.941979711,0.94229877,Clear_cut_EU_ex
REF,MFM,noAF,PA0409,0.275136102,0.342486537,0.42067986,0.423424992,0.472417949,0.481405761,0.481912742,0.482321851,0.482603906,0.482812073,0.482975607,Clear_cut_EU_ex
REF,MFM,noAF,PA0412,1.023492942,1.274033294,1.564908657,1.575120416,1.757371837,1.790806065,1.792692007,1.794213872,1.795263103,1.796037475,1.796645813,Clear_cut_EU_ex
REF,MFM,noAF,PA0418,0.076760389,0.095550528,0.11736573,0.118131597,0.131800171,0.134307687,0.13444913,0.134563267,0.134641958,0.134700034,0.134745659,Clear_cut_EU_ex
REF,MFM,noAF,PA0419,0.035264306,0.043896639,0.053918709,0.054270553,0.060550001,0.061701972,0.061766952,0.061819388,0.061855539,0.06188222,0.06190318,Clear_cut_EU_ex
REF,MFM,noAF,PA0421,0.021269708,0.026476309,0.032521132,0.032733348,0.036520804,0.037215617,0.03725481,0.037286436,0.037308241,0.037324333,0.037336976,Clear_cut_EU_ex
REF,MFM,noAF,PA0422,0.000447718,0.000557315,0.000684556,0.000689023,0.000768748,0.000783373,0.000784198,0.000784864,0.000785323,0.000785662,0.000785928,Clear_cut_EU_ex
REF,MFM,noAF,PA0429,0.081832149,0.101863802,0.125120392,0.125936861,0.140508554,0.143181748,0.143332536,0.143454215,0.143538105,0.143600019,0.143648658,Clear_cut_EU_ex
REF,MFM,noAF,PA0431,0.806666094,1.004129504,1.23338296,1.241431358,1.38507284,1.41142403,1.412910436,1.414109894,1.414936846,1.415547167,1.416026628,Clear_cut_EU_ex
REF,MFM,noAF,PA0432,0.142605272,0.177513549,0.218041782,0.219464606,0.244858053,0.249516509,0.249779281,0.249991325,0.250137517,0.250245411,0.250330172,Clear_cut_EU_ex
REF,MFM,noAF,PA0433,0.112947608,0.140596,0.172695563,0.173822482,0.193934846,0.197624481,0.197832605,0.19800055,0.198116338,0.198201794,0.198268927,Clear_cut_EU_ex
REF,MFM,noAF,PA0435,0.085364866,0.106261292,0.130521876,0.131373592,0.146574349,0.149362946,0.149520243,0.149647175,0.149734687,0.149799274,0.149850012,Clear_cut_EU_ex
REF,MFM,noAF,PA0436,1.470038361,1.829888353,2.247671345,2.262338448,2.524105354,2.572126786,2.574835557,2.577021404,2.578528411,2.579640637,2.58051439,Clear_cut_EU_ex
REF,MFM,noAF,PA0445,2.083739773,2.593817443,3.186013577,3.206803802,3.577851338,3.645920425,3.649760034,3.652858414,3.654994555,3.656571106,3.657809627,Clear_cut_EU_ex
REF,MFM,noAF,PA0501,0.670018146,0.83403157,1.024449856,1.031134869,1.150443713,1.172331054,1.173565664,1.174561936,1.175248804,1.175755737,1.176153979,Clear_cut_EU_ex
REF,MFM,noAF,PA0503,0.063200574,0.078671413,0.096632934,0.097263509,0.108517514,0.110582074,0.11069853,0.110792505,0.110857295,0.110905113,0.110942677,Clear_cut_EU_ex
REF,MFM,noAF,PA0504,0.346268854,0.431031843,0.529441001,0.532895851,0.59455528,0.605866771,0.606504825,0.607019703,0.60737468,0.607636666,0.607842479,Clear_cut_EU_ex
REF,MFM,noAF,PA0608,3.582791925,4.459821859,5.478046667,5.513793476,6.151774349,6.268812654,6.275414496,6.280741866,6.284414757,6.287125487,6.289255005,Clear_cut_EU_ex
REF,MFM,noAF,PA0814,0.027561641,0.034308442,0.042141424,0.042416417,0.047324265,0.048224615,0.048275402,0.048316384,0.048344639,0.048365492,0.048381874,Clear_cut_EU_ex
REF,MFM,noAF,PA1110,0.240194121,0.298991125,0.367253982,0.369650486,0.412421391,0.420267762,0.420710356,0.421067509,0.421313743,0.421495473,0.421638238,Clear_cut_EU_ex
REF,MFM,noAF,PA1201,0.257845247,0.320963062,0.394242346,0.396814961,0.442728969,0.451151945,0.451627064,0.452010462,0.452274792,0.452469877,0.452623133,Clear_cut_EU_ex
REF,MFM,noAF,PA1204,0.019490138,0.024261119,0.029800191,0.029994651,0.033465222,0.034101903,0.034137816,0.034166797,0.034186777,0.034201523,0.034213108,Clear_cut_EU_ex
REF,MFM,noAF,PA1205,0.004737981,0.005897789,0.007244317,0.007291589,0.008135273,0.008290047,0.008298778,0.008305823,0.00831068,0.008314265,0.008317081,Clear_cut_EU_ex
REF,MFM,noAF,PA1206,0,0,0,0,0,0,0,0,0,0,0,Clear_cut_EU_ex
REF,MFM,noAF,PA1208,0.081662047,0.10165206,0.124860308,0.125675079,0.140216483,0.14288412,0.143034595,0.143156021,0.143239736,0.143301522,0.143350059,Clear_cut_EU_ex
