"Group","Scenario","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP2.6_MFM","noAFM",0.0086743015852725,0.0652731327458125,0.0603784788988639,0.0171391812144492,1.39705305259338,1.19681860325735,2.77353389405093,0.669362302203665,0.0221556065560255,0.0161131200538124,0.00603103554179339,0,0.0631519215543773,0,0,0.000126909303359886,0,0,0,0.0152724351597679,0.0114448428266092,1.7278093741279,0.0344166096009178,0.00351161635938442,0.422503527877838,0.203439914753698,2.49778734578587e-05,0.204353573879403,0.0129281594746388,1.80942815887766
"RCP2.6_SFM","noAFM",0.0086740929020497,0.0652725703418094,0.0603756900152195,0.017138865226131,1.397176979959,1.19682538485604,2.77359606534587,0.669364615469322,0.022158012071879,0.0161344557236952,0.00603013034642225,0,0.063821618844979,0,0,0.000126726092918462,0,0,0,0.0152721245868383,0.0114442518015999,1.72782960839457,0.0342319460412325,0.00351150902574484,0.422506806624318,0.203405492204993,2.49685335194211e-05,0.204324937978654,0.0129192102333251,1.8091483145014
"REF_MFM","noAFM",0.0627933298634411,0.0668838262859115,0.0684290941181929,0.0182460883112699,2.61077462437536,1.23525725390883,5.65103134209969,0.68747750383938,0.0142540340942143,0.0153744892146473,0.00610995826293962,0,0.0432944289317433,0,0,0.000693744206642146,0,0,0,0.00177656870579885,0.00451031978196133,0.158292481502388,0.00369591063319004,0,0.236925683711798,0.237967437418418,0.000255108981230012,0.119358681321712,0.00986262999479386,1.11249062700057
"REF_SFM","noAFM",0.0627772395364451,0.0668833285898462,0.0684292913765079,0.0182454033892681,2.61070402029669,1.23527337576566,5.65090197760365,0.687482673973306,0.0142604065695234,0.015293808628824,0.00611084250494579,0,0.0441814583005656,0,0,0.000692923328618169,0,0,0,0.00177662970198986,0.0045209652774976,0.158292497825968,0.0039114692803315,0,0.236928250364241,0.237927388155193,0.000255497601694272,0.119356282128044,0.00987340429706813,1.11197757682229
"RCP2.6_MFM","AFMfree",0.00873814544889904,0.0649465737684193,0.0603104374072848,0.0170260551102904,1.39858490689683,1.19634151095446,2.77442806488268,0.669283631585922,0.0170267858683451,0.0116562358070441,0.00610871563589908,0.000607037449257556,0.0459891752982768,0,0,0.00017188285796243,0,0,0,0.0151415474186294,0.0109151243867158,1.72738645423027,0.0308982207004542,0.00349015080829177,0.422404218839544,0.204070736828113,2.52765234286985e-05,0.205468031801569,0.0131541417789974,1.8198813892915
"RCP2.6_SFM","AFMfree",0.00871596447662543,0.064957738035756,0.0603218951748778,0.0170298711370876,1.39940976131489,1.19632207745387,2.77490536396985,0.669277787891307,0.0171078077648103,0.0118656018316564,0.00608090897555479,0.000607262053120538,0.0456795116007971,0,0,0.000149299148054848,0,0,0,0.0151420190147529,0.0108783681889743,1.72736448030193,0.0293329984340327,0.003490064212207,0.42239877763971,0.2040068100277,2.52611281247727e-05,0.2054849719248,0.0131261529856171,1.8200359395944
"REF_MFM","AFMfree",0.0625436862358615,0.0665934300399046,0.0683182196621435,0.0181565242387034,2.61011842051075,1.2346730508876,5.64955176714351,0.687350734619632,0.0111501729252455,0.0101290932516993,0.00627541948854928,0.00040519217280487,0.0270765055143273,0,0,0.000618872901483628,0,0,0,0.00176681286544683,0.00424941501061594,0.158235684177908,0.00389582694340598,0,0.23690665637951,0.239613123929495,0.000258223917829752,0.120341166793779,0.00998056194133598,1.12093450830612
"REF_SFM","AFMfree",0.0626393776796367,0.0666690160291315,0.0683666357784386,0.0181726876966016,2.61034169805536,1.23469622310262,5.64969790201251,0.687355807241793,0.0118702072634282,0.0102959142214865,0.00610595698587477,0.000410571718982683,0.0282647139245038,0,0,0.000475891810824517,0,0,0,0.00176637551805658,0.00426287700879246,0.158240375941189,0.00360822388330903,0,0.236908631902512,0.239550684207475,0.000259062376553204,0.120294923882518,0.0100252697052389,1.12024525154152
"RCP2.6_MFM","AFM25",0.00855184722375669,0.0648717044557756,0.0601480195369539,0.0170031050472317,1.3965604254192,1.19631350361863,2.77290881155578,0.66928157062145,0.0156813453581977,0.0125997650380834,0.00600745635148912,0.000483064175002667,0.0461049743384331,0,0,0.000410836624989806,0,0,0,0.0151242834763215,0.0112676070552832,1.72747856469749,0.0349667353367972,0.00348300969157947,0.422408917608159,0.204035113594414,2.51191680044137e-05,0.205408024212772,0.0130923344339616,1.81852885505022
"RCP2.6_SFM","AFM25",0.00842859099805477,0.0648850830811611,0.0600005052137571,0.0170085624413434,1.39447130069419,1.19649905841064,2.77138991921904,0.669323280695396,0.015722468679492,0.0148670304262547,0.0061454714967684,0.000502948995373105,0.0566536026161909,0,0,0.000108678630355084,0,0,0,0.0151291481469905,0.0117019837043764,1.72775340106104,0.0396241971388683,0.00348274940461228,0.422455218884745,0.203558066443306,2.487526813462e-05,0.204859895677313,0.0129601357160528,1.81123644764582
"REF_MFM","AFM25",0.0626598951036687,0.0667850190818226,0.0683470006584501,0.0181485673595823,2.61034955975015,1.23469713788128,5.64964658099879,0.687350923733127,0.0115521364650134,0.0105486326492049,0.00617055392487253,0.000323018979663232,0.0281640435788222,0,0,0.000760469534965934,0,0,0,0.00176319359590506,0.00430185010751353,0.158244456721007,0.00368548962434198,0,0.236906863807299,0.239544801267231,0.000256281694005967,0.120248919695488,0.00992418066046585,1.12022840369067
"REF_SFM","AFM25",0.0627579634857447,0.0669027446471086,0.0684726941528544,0.018201700236675,2.61020828844182,1.23481982121697,5.64987169848777,0.687387598936788,0.0126058501137379,0.0138213421065827,0.00620474983234934,0.000382785021325676,0.0327662925691169,0,0,0.000350857445545728,0,0,0,0.00176279644224709,0.00440811812189948,0.158262734709178,0.00417675417457256,0,0.236915699469029,0.238826154431636,0.000255497345291055,0.119837273960362,0.00991475982746351,1.11650599999969
