"Scenario","Globiom_Reg","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","ArgentinaReg","2090",0,0,0,0,0.060213050423073,0.0105804980343612,0.11925176965406,0.00249732104506897,0,0.000193159488168117,0,0,0.000327900205854771,0,0,0,0,0,0,0,0,0.0281486369936309,0.00116261678601473,0,0.00394162489773509,0.00240775538309002,0,0.0050259829751155,0,0.0232798214117085
"RCP_MFM_AF0","ArgentinaReg","2100",0,0,0,0,0.0628136339754666,0.0106248413484874,0.115962071354726,0.00250514190294239,0,0.000180402560940388,0,0,0.000372916073578467,0,0,0,0,0,0,0,0,0.0298945750715538,0.00121751556665463,0,0.00430880303631112,0.00194443891475215,0,0.00513589902380328,0,0.0245475183727455
"RCP_MFM_AF0","BrazilReg","2000",0,0,0,0,0.152398408435273,0.0991710151576103,0.634418102120463,0.041643126370725,0,1.49138713233238e-05,0,0,0.00165244618750382,0,0,0,0,0,0,0,0,0,0,0,0,0.0098515266016395,0,0.0106400410092442,0,0.0780610619286176
"RCP_MFM_AF0","BrazilReg","2010",0,0,0,0,0.172143472472131,0.100159057554998,0.694370998763824,0.0422180423651839,0,1.63480603728552e-05,0,0,0.0022502130225502,0,0,0,0,0,0,0,0,0,0,0,0.00530287381419458,0.00371371118109856,0,0.0106160723687629,0,0.0479441822744531
"RCP_MFM_AF0","BrazilReg","2020",0,0,0,0,0.188910226553748,0.100801987985291,0.719039683530261,0.0426701855413319,0,2.29822364053141e-05,0,0,0.00239606420572707,0,0,0,0,0,0,0,0,0.00458904472216119,0,0,0.00581547889007826,0.00322851701751375,0,0.0111393479394598,0,0.0331480213998632
"RCP_MFM_AF0","BrazilReg","2030",0,0,0,0,0.186322368185407,0.100313609565914,0.647060169865172,0.0426256085302849,0,2.35640443923146e-05,0,0,0.00239503644862897,0,0,0,0,0,0,0,0,0.0323870621451945,0,0,0.00789055626794039,0.00343857208866847,0,0.010784680976519,0,0.0410321738934438
"RCP_MFM_AF0","BrazilReg","2040",0,0,0,0,0.198375664711138,0.100237540391543,0.610055289577317,0.042510492827054,0,2.56136818338563e-05,0,0,0.00246764526208031,0,0,0,0,0,0,0,0,0.0424609586688598,1.80478175206868e-07,0,0.0103351205005617,0.00347689621705455,0,0.0109095425897255,0,0.0418645882107231
"RCP_MFM_AF0","BrazilReg","2050",0,0,0,0,0.201565911599298,0.100190925036639,0.557457725157719,0.0423800193558227,0,3.19966183375219e-05,0,0,0.00250065945330302,0,0,0,0,0,0,0,0,0.0699329891823244,2.69605759126979e-06,0,0.0142752667294161,0.00351387100961605,0,0.0108470602114749,0,0.0442057712112992
"RCP_MFM_AF0","BrazilReg","2060",0,0,0,0,0.191995977280313,0.100024368774251,0.504010766432831,0.0424949256415457,0,3.34477061618212e-05,0,0,0.00250299780708403,0,0,0,0,0,0,0,0,0.11238175857148,7.10539519363904e-06,0,0.0171175003297053,0.003600451346364,0,0.01095033888583,0,0.0477829449771893
"RCP_MFM_AF0","BrazilReg","2070",0,0,0,0,0.17980699422529,0.0999684536047678,0.452043191934719,0.0426621614982349,0,3.13194843306279e-05,0,0,0.00249747201352289,0,0,0,0,0,0,0,0,0.164949022011943,2.83230608649174e-05,0,0.0220389119846667,0.00402281855077612,0,0.0114276914570121,0,0.0539663614799439
"RCP_MFM_AF0","BrazilReg","2080",0,0,0,0,0.161714659859876,0.100362510433516,0.406456621422193,0.0428502117350587,0,3.09631500039009e-05,0,0,0.00268877858624194,0,0,0,0,0,0,0,0,0.232079768698469,6.85777738735783e-05,0,0.0259080874693777,0.00417798005150307,0,0.0132410612447541,0,0.0709322177589957
"RCP_MFM_AF0","BrazilReg","2090",0,0,0,0,0.139372285329559,0.100140613759943,0.368468673441213,0.0427329109870758,0,3.00881420449213e-05,0,0,0.00280306916824947,0,0,0,0,0,0,0,0,0.26151751801469,0.000204044634337468,0,0.0340939841936721,0.00445732987709021,0,0.0161443581508167,0,0.0957165132462487
"RCP_MFM_AF0","BrazilReg","2100",0,0,0,0,0.112190397894039,0.0993815778463145,0.301342954658689,0.0422627082221893,0,2.7650418276117e-05,0,0,0.0030178252677364,0,0,0,0,0,0,0,0,0.292186188565067,0.000611180184255935,0,0.0533099063597125,0.00427663098351262,0,0.0197499012455063,0,0.126973126308372
"RCP_MFM_AF0","CanadaReg","2000",0,0,0,0,0.0101510476473787,0.00981147585134073,0.0271672463014078,0.00235727220428217,0,0.00164465867419107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957676168495981,0,1.52613296522075e-06,0,0.0113958455766054
"RCP_MFM_AF0","CanadaReg","2010",0,0,0,0,0.00993746299430945,0.00976164714757192,0.0271642666212846,0.00235262351034407,0,0.00184585785869782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213894050767595,0.00948521176222098,0,1.50071755805693e-06,0,0.0105527929418742
"RCP_MFM_AF0","CanadaReg","2020",0,0,0,0,0.0100352679040651,0.0097653726509041,0.0272397684698194,0.00235003956118293,0,0.00190760369743168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272424677958863,0.00940204324005609,0,1.48707644194218e-06,0,0.0105109952765114
"RCP_MFM_AF0","CanadaReg","2030",0,0,0,0,0.0102735248262572,0.0097706085883474,0.0267758881738788,0.00234698808113267,0,0.00190820640089778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411917651519923,0.00936896760378538,0,1.48679607261517e-06,0,0.010677730393294
"RCP_MFM_AF0","CanadaReg","2040",0,0,0,0,0.0105939398762252,0.00979236131995091,0.0264582905637286,0.00234678100070414,0,0.00190989767544348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519231927241295,0.00931835869744769,0,1.48543548315487e-06,0,0.0109699437765033
"RCP_MFM_AF0","CanadaReg","2050",0,0,0,0,0.0108661809733115,0.00981286526261103,0.0262469668192973,0.00234824128703344,0,0.00191220259737999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612492813865141,0.00925417601126824,0,1.24825666496237e-05,0,0.0113159984063974
"RCP_MFM_AF0","CanadaReg","2060",0,0,0,0,0.0111472291798774,0.00983607646371497,0.0260360588056944,0.00234990729533315,0,0.00190772428641284,0,0,0,0,0,0,0,0,0,0,0,0,2.4292716025266e-06,0,0.000713251903883352,0.00920171780137352,0,2.33281126466057e-05,0,0.0116618033175609
"RCP_MFM_AF0","CanadaReg","2070",0,0,0,0,0.0113974928285147,0.00985922906946164,0.025783859485945,0.00235261236500936,0,0.00178860884435976,0,0,0,0,0,0,0,0,0,0,0,0,4.96239124356946e-05,0,0.000792271058284069,0.00915477366043021,0,3.42177171998476e-05,0,0.0121833140195429
"RCP_MFM_AF0","CanadaReg","2080",0,0,0,0,0.0113289073343898,0.00988994398611493,0.0254914543361342,0.00235682545121767,0,0.0017704819738338,0,0,0,0,0,0,0,0,0,0,0,0.000438888384470449,5.47354945294482e-05,0,0.000865665709538603,0.0088280025772138,0,0.000157513501211386,0,0.0132078864174952
"RCP_MFM_AF0","CanadaReg","2090",0,0,0,0,0.0105238698434075,0.00992725894904278,0.0247980603440578,0.00236600460879811,0,0.00177771474046223,0,0,0,0,0,0,0,0,0,0,0,0.00239284858271828,5.56495921346033e-05,0,0.000957443127150156,0.00867056287913113,0,0.000291004066908986,0,0.0143568617462868
"RCP_MFM_AF0","CanadaReg","2100",0,0,0,0,0.0102657804998159,0.00996247567147008,0.0242205096399218,0.00237448583270678,0,0.0017927674243399,0,0,0,0,0,0,0,0,0,0,0,0.00357999083434502,5.50514179229871e-05,0,0.00103360092285603,0.00821499952708725,0,0.000531072310953112,0,0.0163974098442096
"RCP_MFM_AF0","ChinaReg","2000",0,0,0,0,0.197068034894395,0.0664875069003952,0.254321282762461,0.0437186413701029,0,6.63324327937082e-05,0,0,4.23370771262334e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0360140494132526,0,0.00480390807556694,0,0.0924345443987556
"RCP_MFM_AF0","ChinaReg","2010",0,0,0,0,0.17539416882137,0.0659108901981459,0.233108229846372,0.0433650552922538,0,0.00069502346546367,0,0,0.000134622244052759,0,0,0,0,0,0,0,0,0,0,0,0.011244925061082,0.0329691407630227,0,0.00489889151653469,0,0.0921100354181376
"RCP_MFM_AF0","ChinaReg","2020",0,0,0,0,0.176336040125331,0.0660443903574402,0.239987109571001,0.043525630784008,0,0.00105230823402237,0,0,0.000167319904051362,0,0,0,0,0,0,0,0,2.60409255636357e-05,0,0,0.0132359207478188,0.0310594254618132,0,0.00528073539240803,0,0.0947239967770863
"RCP_MFM_AF0","ChinaReg","2030",0,0,0,0,0.164477639527951,0.0660057558884198,0.229111043093753,0.0434092753793639,0,0.00106532393228177,0,0,0.000298899940834302,0,0,0,0,0,0,0,0,0.0068533690045288,0,0,0.0174847504219764,0.0278826931417988,0,0.00601333618893235,0,0.101928556546832
"RCP_MFM_AF0","ChinaReg","2040",0,0,0,0,0.157118974752098,0.0661590725035001,0.234913096389815,0.0434383248779492,0,0.00106746839782875,0,0,0.000437140914927322,0,0,0,0,0,0,0,0,0.00744423239802664,0.000161752223728706,0,0.0190924519670917,0.0252370165261354,0,0.00671788920185468,0,0.107600988821874
"RCP_MFM_AF0","ChinaReg","2050",0,0,0,0,0.135535269045728,0.0661748403002157,0.237710883426144,0.0432871539047226,0,0.00106676456295695,0,0,0.000441528079804457,0,0,0,0,0,0,0,0,0.0169089258428109,0.000351694995193808,0,0.0198685934496736,0.0232243571148181,0,0.00726404305781353,0,0.111800670855143
"RCP_MFM_AF0","ChinaReg","2060",0,0,0,0,0.105933826993585,0.0660647064017293,0.236644807370018,0.04297310496535,0,0.00120718720192164,0,0,0.000486991955851936,0,0,0,0,0,0,0,0,0.0303075309103936,0.000336254620924517,0,0.020259230014297,0.0217752298371472,0,0.00763350931496685,0,0.114360387294741
"RCP_MFM_AF0","ChinaReg","2070",0,0,0,0,0.0827436910863489,0.065953766147641,0.227171234039342,0.0429567678273702,0,0.00173143241882708,0,0,0.000530953349945424,0,0,0,0,0,0,0,0,0.0535085509356948,0.000349008346555003,0,0.0208934269554867,0.0204535533674198,0,0.00796887631323408,0,0.116939611536724
