"Scenario","Ecoregion","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0","AA0101",2070,0,0,0,NA,7.92524745e-07,2.89808505e-07,3.977877521715e-06,NA,0,0,0,0,0,0,0,0,0,0,0,2.011613375e-07,0,0,0,0,0,1.24202321251492e-08,0,3.92070804648037e-08
"RCP_MFM_AF0","AA0102",2070,0,0,0,0,3.0615557991e-05,9.2988303875e-06,2.36472685232e-06,1.382585065855e-06,0,0,0,0,8.8868411275e-07,0,0,0,0,0,0,9.82566007500002e-08,0,0,0,0,0,7.77487915754309e-07,0,6.28924320243117e-06
"RCP_MFM_AF0","AA0103",2070,0,0,0,0,2.46707175e-07,1.45958011425e-06,5.32481770275e-08,1.3306081838e-05,0,0,0,0,1.40817225e-07,0,0,0,0,0,0,4.56033975000001e-08,7.07161755000001e-08,0,0,0,0,7.81870490116486e-07,0,5.00050719688975e-06
"RCP_MFM_AF0","AA0104",2070,0,0,0,0,1.19411655e-07,4.806839737e-06,9.9893235475e-09,8.18826829805e-06,0,0,0,0,0,0,0,0,0,0,0,2.464411625e-07,0,0,0,0,0,1.66674508431113e-06,0,1.32779166903193e-05
"RCP_MFM_AF0","AA0105",2070,0,0,0,0,1.00394746495e-05,3.481844456825e-05,0.00012396805146264,4.2323014307825e-05,0,0,0,0,6.72596796800001e-06,0,0,0,0,0,0,1.2606864822e-05,1.242349892e-06,0,0,0,0,2.86767511425256e-05,0,0.00010907119447261
"RCP_MFM_AF0","AA0106",2070,0,0,0,0,1.9102414275e-07,3.660947398e-06,1.02931950281e-06,3.26214549937433e-05,0,0,0,0,6.91402974e-07,0,0,0,0,0,0,1.16258878e-07,0,0,0,0,0,4.40511851689782e-06,0,3.07629363286698e-05
"RCP_MFM_AF0","AA0107",2070,0,0,0,0,1.297918242e-06,2.28538957375e-06,2.643411520575e-05,0,0,0,0,0,1.37924885e-08,0,0,0,0,0,0,2.66426418575e-06,0,0,0,0,0,3.25414276787275e-06,0,1.15026266641137e-05
"RCP_MFM_AF0","AA0108",2070,0,0,0,0,7.7433503e-08,5.7647373e-07,1.6530565128e-07,1.4550556904135e-06,0,0,0,0,1.258178e-07,0,0,0,0,0,0,2.89288999999999e-08,6.31776999999999e-08,0,0,0,0,9.24507796959867e-08,0,1.04823972408973e-06
"RCP_MFM_AF0","AA0109",2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0110",2070,0,0,0,NA,3.164e-08,1.22808e-07,6.44415945525e-07,NA,0,0,0,0,0,0,0,0,0,0,0,2.98845e-08,0,0,0,0,0,1.95024574658644e-07,0,5.94566619969566e-07
"RCP_MFM_AF0","AA0111",2070,0,0,0,0,1.32890043e-06,4.211242595e-06,4.55204268064875e-05,1.405497324375e-05,0,0,0,0,1.75210988e-07,0,0,0,0,0,0,1.1205002515e-06,0,0,0,0,0,7.40355186733837e-06,0,2.60940658915064e-05
"RCP_MFM_AF0","AA0112",2070,0,0,0,NA,5.0093073e-07,2.105554695e-06,2.86072315591275e-05,NA,0,0,0,0,1.4322e-08,0,0,0,0,0,0,5.165468e-07,0,0,0,0,0,1.26899186596455e-06,0,4.21575142322657e-06
"RCP_MFM_AF0","AA0113",2070,0,0,0,0,0,5.36168952e-06,0.000124244452124175,7.14862457946e-06,0,0,0,0,0,0,0,0,0,0,0,0.00027783466945,0,0,0,0,0,1.86644969224847e-05,0,6.410807312488e-05
"RCP_MFM_AF0","AA0114",2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCP_MFM_AF0","AA0115",2070,0,0,0,0,6.3830728e-06,2.58732109825e-05,9.18091554059625e-05,4.3566174034425e-06,0,0,0,0,7.82278108849999e-06,0,0,0,0,0,0,1.06863483365e-05,7.67370702e-07,0,0,0,0,3.20942874013973e-05,0,0.000132751155776834
"RCP_MFM_AF0","AA0116",2070,0,0,0,0,7.5557127275e-07,6.52166465675e-06,1.0557265781545e-05,1.23378267761e-06,0,0,0,0,2.319583959e-06,0,0,0,0,0,0,1.46843051025e-06,1.4908948175e-07,0,0,0,0,6.64265611367606e-06,0,2.57047874564733e-05
"RCP_MFM_AF0","AA0117",2070,0,0,0,0,6.5887432625e-06,5.23161290025e-06,0.00021756567192998,2.02026715779e-05,0,4.7090976725e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44584203661471e-05,0,3.80159720933727e-05
"RCP_MFM_AF0","AA0118",2070,0,0,0,0,4.846183455e-06,7.426699999e-06,2.797757701055e-06,1.16349720397175e-05,0,0,0,0,1.679107115e-06,0,0,0,0,0,0,2.80933895e-08,1.072579e-09,0,0,0,0,5.05506643460966e-06,0,2.70086236723697e-05
"RCP_MFM_AF0","AA0119",2070,0,0,0,0,1.8639051e-07,2.100225876e-05,2.93685750936e-06,2.10283614776e-06,0,0,0,0,6.70525615000001e-07,0,0,0,0,0,0,2.76274324325e-05,0,0,0,0,0,0.000107048511982801,0,0.000331332552795644
"RCP_MFM_AF0","AA0120",2070,0,0,0,0,6.215084356e-06,1.09421804395e-05,9.714091400256e-05,1.11208252051e-05,0,0,0,0,2.6217243e-08,0,0,0,0,0,0,1.4116119669e-05,0,0,0,0,0,2.00861623472933e-05,0,6.13260030510105e-05
"RCP_MFM_AF0","AA0121",2070,0,0,0,0,4.470461568e-06,3.444425226625e-05,6.3260899244395e-05,2.49637539885e-06,0,0,0,0,4.142494756e-06,0,0,0,0,0,0,8.02884938e-06,2.172472705e-07,0,0,0,0,1.35452986618278e-05,0,6.16576312718947e-05
"RCP_MFM_AF0","AA0122",2070,0,0,0,0,5.21562821675e-06,3.6374141925e-05,6.29275103073575e-05,2.94719529455e-06,0,0,0,0,5.794808765e-06,0,0,0,0,0,0,7.1288199e-06,6.3770719125e-07,0,0,0,0,1.30791722552411e-05,0,6.0428403178149e-05
