Group,Scenario,PDFx100,lower95,upper95
RCP2.6_MFM,noAFM,0.175634582,0.101163099,0.247622147
RCP2.6_SFM,noAFM,0.176133314,0.101371296,0.248342428
REF_MFM,noAFM,0.093717235,0.04720352,0.134842732
REF_SFM,noAFM,0.094766563,0.047781395,0.136280176
RCP2.6_MFM,AFMfree,0.145585428,0.082241807,0.204630226
RCP2.6_SFM,AFMfree,0.143914282,0.081327488,0.202534514
REF_MFM,AFMfree,0.069530677,0.03268508,0.100222458
REF_SFM,AFMfree,0.071239107,0.034375761,0.102961378
RCP2.6_MFM,AFM25,0.149756065,0.084701544,0.209842676
RCP2.6_SFM,AFM25,0.167295069,0.095617962,0.233921145
REF_MFM,AFM25,0.071279297,0.033305406,0.103222347
REF_SFM,AFM25,0.080445053,0.039928843,0.116466226
RCP2.6_MFM,AFM50,0.157573105,0.089069233,0.220067675
RCP2.6_SFM,AFM50,0.206562744,0.118682259,0.286877335
REF_MFM,AFM50,0.074218354,0.034672017,0.107421962
REF_SFM,AFM50,0.109625066,0.056593476,0.156312756
RCP2.6_MFM,AFM75,0.172658423,0.097706231,0.240056414
RCP2.6_SFM,AFM75,0.232878421,0.135748748,0.321955961
REF_MFM,AFM75,0.082245749,0.038811486,0.118187345
REF_SFM,AFM75,0.137970485,0.072937349,0.195030965
RCP2.6_MFM,AFM100,0.182927487,0.103952952,0.253291046
RCP2.6_SFM,AFM100,0.264393405,0.154324533,0.364360007
REF_MFM,AFM100,0.09256208,0.04450494,0.132148761
REF_SFM,AFM100,0.176500778,0.095367865,0.24761737
